OG0014535																		Oalv|OALVG00000006260.1				Pech|nbis-mrna-10061, Pech|nbis-mrna-10063, Pech|nbis-mrna-10066, Pech|nbis-mrna-11917, Pech|nbis-mrna-12395, Pech|nbis-mrna-14312, Pech|nbis-mrna-14313, Pech|nbis-mrna-3711, Pech|nbis-mrna-7023						
OG0014542																		Oalv|OALVG00000017934.1				Pech|nbis-mrna-12324, Pech|nbis-mrna-16150, Pech|nbis-mrna-1622, Pech|nbis-mrna-17428, Pech|nbis-mrna-18938, Pech|nbis-mrna-18939, Pech|nbis-mrna-18940, Pech|nbis-mrna-18941, Pech|nbis-mrna-999						
OG0014543																		Oalv|OALVG00000019223.1, Oalv|OALVG00000019224.1, Oalv|OALVG00000019225.1, Oalv|OALVG00000019460.1, Oalv|OALVG00000033380.1				Pech|nbis-mrna-14412	Rpac|RPACG00000006732.1, Rpac|RPACG00000006733.1, Rpac|RPACG00000029438.1, Rpac|RPACG00000029439.1					
OG0014587																						Pech|nbis-mrna-21801, Pech|nbis-mrna-21802, Pech|nbis-mrna-21803, Pech|nbis-mrna-21804, Pech|nbis-mrna-6101, Pech|nbis-mrna-6102	Rpac|RPACG00000021518.1, Rpac|RPACG00000021522.1, Rpac|RPACG00000021525.1, Rpac|RPACG00000021529.1					
OG0014590																						Pech|nbis-mrna-11754, Pech|nbis-mrna-12021, Pech|nbis-mrna-15458, Pech|nbis-mrna-2167, Pech|nbis-mrna-3197, Pech|nbis-mrna-3198, Pech|nbis-mrna-3199, Pech|nbis-mrna-990, Pech|nbis-mrna-991	Rpac|RPACG00000014814.1					
OG0014593																						Pech|nbis-mrna-9465	Rpac|RPACG00000006908.1, Rpac|RPACG00000006909.1, Rpac|RPACG00000006910.1, Rpac|RPACG00000009494.1, Rpac|RPACG00000009495.1, Rpac|RPACG00000010467.1, Rpac|RPACG00000026607.1, Rpac|RPACG00000026608.1, Rpac|RPACG00000026609.1					
OG0015487																		Oalv|OALVG00000006357.1, Oalv|OALVG00000009728.1				Pech|nbis-mrna-10641, Pech|nbis-mrna-11767, Pech|nbis-mrna-21807	Rpac|RPACG00000001722.1, Rpac|RPACG00000009837.1, Rpac|RPACG00000009842.1, Rpac|RPACG00000012950.1					
OG0015489																		Oalv|OALVG00000006769.1, Oalv|OALVG00000034488.1				Pech|nbis-mrna-16133, Pech|nbis-mrna-21272, Pech|nbis-mrna-21473, Pech|nbis-mrna-2176, Pech|nbis-mrna-2177, Pech|nbis-mrna-5603, Pech|nbis-mrna-7673						
OG0015496																		Oalv|OALVG00000016468.1, Oalv|OALVG00000016475.1, Oalv|OALVG00000016574.1, Oalv|OALVG00000016582.1, Oalv|OALVG00000033259.1, Oalv|OALVG00000033260.1, Oalv|OALVG00000033261.1				Pech|nbis-mrna-15227, Pech|nbis-mrna-18504						
OG0016625																		Oalv|OALVG00000000028.1, Oalv|OALVG00000000102.1				Pech|nbis-mrna-14905, Pech|nbis-mrna-17349, Pech|nbis-mrna-1960, Pech|nbis-mrna-1962	Rpac|RPACG00000014429.1, Rpac|RPACG00000014430.1					
OG0016626																		Oalv|OALVG00000000153.1, Oalv|OALVG00000000218.1				Pech|nbis-mrna-8161, Pech|nbis-mrna-8162, Pech|nbis-mrna-8164, Pech|nbis-mrna-8165	Rpac|RPACG00000009070.1, Rpac|RPACG00000026641.1					
OG0016634																		Oalv|OALVG00000007380.1, Oalv|OALVG00000010667.1, Oalv|OALVG00000016111.1, Oalv|OALVG00000016113.1, Oalv|OALVG00000016116.1, Oalv|OALVG00000016117.1				Pech|nbis-mrna-2901, Pech|nbis-mrna-3438						
OG0016643																		Oalv|OALVG00000019678.1, Oalv|OALVG00000019679.1, Oalv|OALVG00000030966.1, Oalv|OALVG00000030967.1, Oalv|OALVG00000030969.1				Pech|nbis-mrna-10211, Pech|nbis-mrna-10213, Pech|nbis-mrna-10214						
OG0018186																		Oalv|OALVG00000000722.1, Oalv|OALVG00000035461.1, Oalv|OALVG00000035462.1, Oalv|OALVG00000035466.1, Oalv|OALVG00000035467.1				Pech|nbis-mrna-4823, Pech|nbis-mrna-6468						
OG0018195																		Oalv|OALVG00000002988.1, Oalv|OALVG00000002989.1, Oalv|OALVG00000002990.1, Oalv|OALVG00000002991.1, Oalv|OALVG00000002992.1, Oalv|OALVG00000002993.1				Pech|nbis-mrna-15397						
OG0018201																		Oalv|OALVG00000006298.1, Oalv|OALVG00000006299.1				Pech|nbis-mrna-19023, Pech|nbis-mrna-20087, Pech|nbis-mrna-20089, Pech|nbis-mrna-9473	Rpac|RPACG00000019336.1					
OG0018204																		Oalv|OALVG00000006623.1, Oalv|OALVG00000021191.1, Oalv|OALVG00000021193.1, Oalv|OALVG00000021314.1				Pech|nbis-mrna-2559, Pech|nbis-mrna-9662	Rpac|RPACG00000015510.1					
OG0018206																		Oalv|OALVG00000006821.1, Oalv|OALVG00000028203.1, Oalv|OALVG00000028204.1, Oalv|OALVG00000028205.1, Oalv|OALVG00000028206.1				Pech|nbis-mrna-17368, Pech|nbis-mrna-7924						
OG0018208																		Oalv|OALVG00000007002.1, Oalv|OALVG00000007003.1, Oalv|OALVG00000008195.1, Oalv|OALVG00000017052.1, Oalv|OALVG00000019813.1, Oalv|OALVG00000023849.1				Pech|nbis-mrna-6208						
OG0018212																		Oalv|OALVG00000009769.1, Oalv|OALVG00000025446.1				Pech|nbis-mrna-21190, Pech|nbis-mrna-22615, Pech|nbis-mrna-22617, Pech|nbis-mrna-2817	Rpac|RPACG00000029458.1					
OG0018215																		Oalv|OALVG00000010982.1, Oalv|OALVG00000011053.1, Oalv|OALVG00000012296.1, Oalv|OALVG00000012354.1, Oalv|OALVG00000030646.1, Oalv|OALVG00000035194.1				Pech|nbis-mrna-10190						
OG0018230																		Oalv|OALVG00000029163.1, Oalv|OALVG00000029202.1				Pech|nbis-mrna-10312, Pech|nbis-mrna-10314, Pech|nbis-mrna-10474, Pech|nbis-mrna-1678, Pech|nbis-mrna-484						
OG0018318																						Pech|nbis-mrna-11432, Pech|nbis-mrna-15680, Pech|nbis-mrna-1698, Pech|nbis-mrna-20191, Pech|nbis-mrna-20453, Pech|nbis-mrna-6185	Rpac|RPACG00000030642.1					
OG0020371																		Oalv|OALVG00000004470.1, Oalv|OALVG00000004471.1, Oalv|OALVG00000004479.1, Oalv|OALVG00000009121.1, Oalv|OALVG00000025221.1				Pech|nbis-mrna-11016						
OG0020373																		Oalv|OALVG00000004733.1, Oalv|OALVG00000004734.1, Oalv|OALVG00000009045.1, Oalv|OALVG00000020594.1, Oalv|OALVG00000022851.1				Pech|nbis-mrna-12701						
OG0020381																		Oalv|OALVG00000007431.1, Oalv|OALVG00000009240.1, Oalv|OALVG00000009241.1, Oalv|OALVG00000009242.1, Oalv|OALVG00000009243.1				Pech|nbis-mrna-20683						
OG0020387																		Oalv|OALVG00000009851.1, Oalv|OALVG00000029526.1, Oalv|OALVG00000029527.1, Oalv|OALVG00000029532.1, Oalv|OALVG00000029533.1				Pech|nbis-mrna-2888						
OG0020388																		Oalv|OALVG00000009902.1, Oalv|OALVG00000009903.1, Oalv|OALVG00000010690.1, Oalv|OALVG00000031977.1				Pech|nbis-mrna-366	Rpac|RPACG00000031513.1					
OG0020389																		Oalv|OALVG00000010599.1, Oalv|OALVG00000010601.1, Oalv|OALVG00000015405.1, Oalv|OALVG00000018769.1, Oalv|OALVG00000023591.1				Pech|nbis-mrna-11260						
OG0020396																		Oalv|OALVG00000013320.1, Oalv|OALVG00000033545.1				Pech|nbis-mrna-5355, Pech|nbis-mrna-6838	Rpac|RPACG00000006367.1, Rpac|RPACG00000023643.1					
OG0020400																		Oalv|OALVG00000014965.1, Oalv|OALVG00000014978.1				Pech|nbis-mrna-2096, Pech|nbis-mrna-343, Pech|nbis-mrna-4597	Rpac|RPACG00000011118.1					
OG0020406																		Oalv|OALVG00000017205.1, Oalv|OALVG00000017207.1, Oalv|OALVG00000031960.1				Pech|nbis-mrna-21478, Pech|nbis-mrna-9595	Rpac|RPACG00000012999.1					
OG0020407																		Oalv|OALVG00000017601.1, Oalv|OALVG00000017603.1, Oalv|OALVG00000028301.1, Oalv|OALVG00000028304.1, Oalv|OALVG00000028356.1				Pech|nbis-mrna-19755						
OG0020417																		Oalv|OALVG00000025669.1				Pech|nbis-mrna-11251, Pech|nbis-mrna-14927, Pech|nbis-mrna-16970, Pech|nbis-mrna-3724, Pech|nbis-mrna-5877						
OG0020420																		Oalv|OALVG00000027429.1, Oalv|OALVG00000027430.1, Oalv|OALVG00000027431.1, Oalv|OALVG00000027432.1, Oalv|OALVG00000027433.1				Pech|nbis-mrna-3095						
OG0020422																		Oalv|OALVG00000031448.1, Oalv|OALVG00000033553.1				Pech|nbis-mrna-7077, Pech|nbis-mrna-7078, Pech|nbis-mrna-9252	Rpac|RPACG00000030446.1					
OG0020561																						Pech|nbis-mrna-12840, Pech|nbis-mrna-13423, Pech|nbis-mrna-17767, Pech|nbis-mrna-7879	Rpac|RPACG00000017939.1, Rpac|RPACG00000017940.1					
OG0020562																						Pech|nbis-mrna-1366, Pech|nbis-mrna-1367, Pech|nbis-mrna-1368, Pech|nbis-mrna-489, Pech|nbis-mrna-4917	Rpac|RPACG00000012101.1					
OG0020571																						Pech|nbis-mrna-2997	Rpac|RPACG00000012984.1, Rpac|RPACG00000012987.1, Rpac|RPACG00000012990.1, Rpac|RPACG00000012993.1, Rpac|RPACG00000012996.1					
OG0020572																						Pech|nbis-mrna-4837, Pech|nbis-mrna-5392, Pech|nbis-mrna-8828, Pech|nbis-mrna-8829, Pech|nbis-mrna-906	Rpac|RPACG00000007501.1					
OG0023493																		Oalv|OALVG00000002131.1				Pech|nbis-mrna-15744	Rpac|RPACG00000029634.1, Rpac|RPACG00000029635.1, Rpac|RPACG00000029636.1					
OG0023500																		Oalv|OALVG00000004672.1, Oalv|OALVG00000004712.1				Pech|nbis-mrna-1796	Rpac|RPACG00000025227.1, Rpac|RPACG00000025228.1					
OG0023503																		Oalv|OALVG00000005114.1				Pech|nbis-mrna-12029, Pech|nbis-mrna-21386, Pech|nbis-mrna-7780, Pech|nbis-mrna-9382						
OG0023505																		Oalv|OALVG00000005256.1, Oalv|OALVG00000005263.1, Oalv|OALVG00000007407.1, Oalv|OALVG00000007408.1				Pech|nbis-mrna-18043						
OG0023510																		Oalv|OALVG00000006792.1, Oalv|OALVG00000027178.1, Oalv|OALVG00000027180.1				Pech|nbis-mrna-12896, Pech|nbis-mrna-12897						
OG0023516																		Oalv|OALVG00000008127.1, Oalv|OALVG00000021628.1				Pech|nbis-mrna-5873	Rpac|RPACG00000002691.1, Rpac|RPACG00000002693.1					
OG0023517																		Oalv|OALVG00000008503.1				Pech|nbis-mrna-14837, Pech|nbis-mrna-14838, Pech|nbis-mrna-14840, Pech|nbis-mrna-566						
OG0023526																		Oalv|OALVG00000011717.1, Oalv|OALVG00000011719.1, Oalv|OALVG00000028729.1, Oalv|OALVG00000028732.1				Pech|nbis-mrna-913						
OG0023528																		Oalv|OALVG00000012112.1, Oalv|OALVG00000015300.1, Oalv|OALVG00000019400.1, Oalv|OALVG00000034512.1				Pech|nbis-mrna-8376						
OG0023539																		Oalv|OALVG00000015906.1, Oalv|OALVG00000015907.1, Oalv|OALVG00000015909.1				Pech|nbis-mrna-21331	Rpac|RPACG00000032479.1					
OG0023541																		Oalv|OALVG00000016110.1, Oalv|OALVG00000016112.1				Pech|nbis-mrna-16298, Pech|nbis-mrna-16300, Pech|nbis-mrna-8824						
OG0023548																		Oalv|OALVG00000019862.1				Pech|nbis-mrna-19579, Pech|nbis-mrna-8124, Pech|nbis-mrna-8125, Pech|nbis-mrna-8126						
OG0023553																		Oalv|OALVG00000023577.1, Oalv|OALVG00000023602.1, Oalv|OALVG00000023603.1, Oalv|OALVG00000023604.1				Pech|nbis-mrna-6345						
OG0023554																		Oalv|OALVG00000024234.1, Oalv|OALVG00000024235.1				Pech|nbis-mrna-6691	Rpac|RPACG00000002447.1, Rpac|RPACG00000024655.1					
OG0023555																		Oalv|OALVG00000024270.2, Oalv|OALVG00000024285.1				Pech|nbis-mrna-6740, Pech|nbis-mrna-6746	Rpac|RPACG00000017923.1					
OG0023560																		Oalv|OALVG00000026502.1, Oalv|OALVG00000026611.1, Oalv|OALVG00000026616.1				Pech|nbis-mrna-18150, Pech|nbis-mrna-9730						
OG0023562																		Oalv|OALVG00000027612.1				Pech|nbis-mrna-14015, Pech|nbis-mrna-16795, Pech|nbis-mrna-16796	Rpac|RPACG00000033957.1					
OG0023563																		Oalv|OALVG00000028915.1				Pech|nbis-mrna-14958, Pech|nbis-mrna-5160	Rpac|RPACG00000022163.1, Rpac|RPACG00000028282.1					
OG0023572																		Oalv|OALVG00000032541.1, Oalv|OALVG00000032546.1				Pech|nbis-mrna-10423, Pech|nbis-mrna-20128	Rpac|RPACG00000035413.1					
OG0023758																						Pech|nbis-mrna-13746, Pech|nbis-mrna-19065, Pech|nbis-mrna-19066, Pech|nbis-mrna-19067	Rpac|RPACG00000003221.1					
OG0023770																						Pech|nbis-mrna-18112	Rpac|RPACG00000003436.1, Rpac|RPACG00000010878.1, Rpac|RPACG00000010880.1, Rpac|RPACG00000027287.1					
OG0023773																						Pech|nbis-mrna-13802, Pech|nbis-mrna-2744, Pech|nbis-mrna-5745, Pech|nbis-mrna-9113	Rpac|RPACG00000001317.1					
OG0023779																						Pech|nbis-mrna-20800, Pech|nbis-mrna-7971	Rpac|RPACG00000004146.1, Rpac|RPACG00000004147.1, Rpac|RPACG00000024672.1					
OG0023782																						Pech|nbis-mrna-1676	Rpac|RPACG00000025666.1, Rpac|RPACG00000025667.1, Rpac|RPACG00000025672.1, Rpac|RPACG00000025673.1					
OG0028122																		Oalv|OALVG00000001509.1, Oalv|OALVG00000001510.1, Oalv|OALVG00000001512.1				Pech|nbis-mrna-21233						
OG0028123																		Oalv|OALVG00000001691.1, Oalv|OALVG00000016879.1				Pech|nbis-mrna-8170	Rpac|RPACG00000021502.1					
OG0028124																		Oalv|OALVG00000001747.1, Oalv|OALVG00000019821.1				Pech|nbis-mrna-12982	Rpac|RPACG00000033377.1					
OG0028126																		Oalv|OALVG00000001813.1				Pech|nbis-mrna-7272, Pech|nbis-mrna-7706	Rpac|RPACG00000025406.1					
OG0028137																		Oalv|OALVG00000003378.1				Pech|nbis-mrna-16753, Pech|nbis-mrna-17622, Pech|nbis-mrna-4486						
OG0028138																		Oalv|OALVG00000003419.1, Oalv|OALVG00000003421.1, Oalv|OALVG00000028172.1				Pech|nbis-mrna-6638						
OG0028143																		Oalv|OALVG00000004689.1				Pech|nbis-mrna-1615, Pech|nbis-mrna-2758, Pech|nbis-mrna-4252						
OG0028144																		Oalv|OALVG00000004940.1, Oalv|OALVG00000025762.1, Oalv|OALVG00000025763.1				Pech|nbis-mrna-15686						
OG0028148																		Oalv|OALVG00000005942.1, Oalv|OALVG00000020192.1				Pech|nbis-mrna-3614	Rpac|RPACG00000010841.1					
OG0028151																		Oalv|OALVG00000006645.1				Pech|nbis-mrna-20295, Pech|nbis-mrna-20297, Pech|nbis-mrna-4014						
OG0028153																		Oalv|OALVG00000006863.1, Oalv|OALVG00000006864.1				Pech|nbis-mrna-8340	Rpac|RPACG00000024807.1					
OG0028163																		Oalv|OALVG00000008066.1				Pech|nbis-mrna-11701, Pech|nbis-mrna-22451, Pech|nbis-mrna-22452						
OG0028165																		Oalv|OALVG00000008173.1, Oalv|OALVG00000029392.1				Pech|nbis-mrna-16725, Pech|nbis-mrna-2006						
OG0028173																		Oalv|OALVG00000008870.1				Pech|nbis-mrna-14777, Pech|nbis-mrna-22206	Rpac|RPACG00000002082.1					
OG0028175																		Oalv|OALVG00000009535.1, Oalv|OALVG00000009536.1, Oalv|OALVG00000009541.1				Pech|nbis-mrna-11187						
OG0028181																		Oalv|OALVG00000012111.1, Oalv|OALVG00000035109.1				Pech|nbis-mrna-46	Rpac|RPACG00000000566.1					
OG0028188																		Oalv|OALVG00000014100.1, Oalv|OALVG00000014102.1				Pech|nbis-mrna-12240	Rpac|RPACG00000035795.1					
OG0028195																		Oalv|OALVG00000015908.1, Oalv|OALVG00000015911.1				Pech|nbis-mrna-21333, Pech|nbis-mrna-8323						
OG0028210																		Oalv|OALVG00000019482.1, Oalv|OALVG00000024039.1				Pech|nbis-mrna-14867, Pech|nbis-mrna-6504						
OG0028221																		Oalv|OALVG00000021752.1				Pech|nbis-mrna-16434, Pech|nbis-mrna-21797	Rpac|RPACG00000024404.1					
OG0028232																		Oalv|OALVG00000024060.1				Pech|nbis-mrna-16915	Rpac|RPACG00000020142.1, Rpac|RPACG00000020173.1					
OG0028248																		Oalv|OALVG00000029006.1				Pech|nbis-mrna-3168, Pech|nbis-mrna-4320	Rpac|RPACG00000009770.1					
OG0028249																		Oalv|OALVG00000029168.1, Oalv|OALVG00000029169.1				Pech|nbis-mrna-3685	Rpac|RPACG00000026040.1					
OG0028256																		Oalv|OALVG00000032552.1				Pech|nbis-mrna-10526, Pech|nbis-mrna-10532	Rpac|RPACG00000005489.1					
OG0028260																		Oalv|OALVG00000034205.1				Pech|nbis-mrna-16989, Pech|nbis-mrna-18698	Rpac|RPACG00000006602.1					
OG0028580																						Pech|nbis-mrna-9517	Rpac|RPACG00000004675.1, Rpac|RPACG00000004676.1, Rpac|RPACG00000035958.1					
OG0028589																						Pech|nbis-mrna-15532, Pech|nbis-mrna-1563, Pech|nbis-mrna-19983	Rpac|RPACG00000019864.1					
OG0028595																						Pech|nbis-mrna-867, Pech|nbis-mrna-868, Pech|nbis-mrna-869	Rpac|RPACG00000031083.1					
OG0028597																						Pech|nbis-mrna-11425, Pech|nbis-mrna-16862, Pech|nbis-mrna-1982	Rpac|RPACG00000024691.1					
OG0035593																		Oalv|OALVG00000000329.1, Oalv|OALVG00000004853.1				Pech|nbis-mrna-13287						
OG0035601																		Oalv|OALVG00000000784.1				Pech|nbis-mrna-2414	Rpac|RPACG00000000595.1					
OG0035613																		Oalv|OALVG00000002001.1				Pech|nbis-mrna-10188	Rpac|RPACG00000010587.1					
