target_id	crown_1	opistosoma_1	trophosome_1	crown_2	opistosoma_2	trophosome_2
OALVG00000003204.1	0.816706	0	0.222639	0	0.525779	8.71003e-09
OALVG00000003204.2	1.40357	1.29256	2.18534	5.37724	2.61775	1.56378
OALVG00000003205.1	1.30806	0.292798	0.270398	1.36249	1.07398	0.2492
OALVG00000003206.1	0.486654	0.644505	0	0	1.03825	1.14146
OALVG00000003207.1	0.708825	3.2797	0.193671	0.278722	11.0993	3.29266
OALVG00000003208.1	1.0021	2.83251	0.576947	2.15677	4.73094	5.87326
OALVG00000003209.1	3.54784	2.15777	5.59612	7.17713	3.43513	3.60177
OALVG00000003210.1	1.32308	0.770721	1.74355	2.13046	1.64868	1.76294
OALVG00000003210.2	0.992283	0.941949	2.25801	1.56448	0.741648	0.726877
OALVG00000003211.1	0.586964	0.818231	0.179953	0.413743	4.18194	0.432133
OALVG00000003212.1	23.9111	11.337	8.7863	25.8789	68.1965	12.4444
OALVG00000003213.1	13.1496	14.8471	2.41249	34.7902	62.9625	5.08026
OALVG00000003214.1	6.56368	5.93395	1.60075	16.7068	14.9907	2.44427
OALVG00000003215.1	119.512	231.779	435.652	319.247	210.301	225.569
OALVG00000003216.1	18.1614	13.9067	13.8286	60.9974	13.2878	27.6241
OALVG00000003217.1	1.49403	0.937949	1.61417	2.45035	0.508181	1.1628
OALVG00000003218.1	1.52502	1.46811	6.29057	3.11088	3.86595	2.26928
OALVG00000003219.1	3.39031	1.75134	36.7346	3.53095	1.24087	3.27461
OALVG00000003220.1	1.28553	0.511321	4.36294	2.2568	0.599285	1.5856
OALVG00000003221.1	0.0996841	0.220838	0.322365	0.246336	0.216241	0.194564
OALVG00000003222.1	2.93602	1.47453	14.9167	4.06277	2.4996	1.4901
OALVG00000003223.1	2.02623	0.858603	3.46675	1.69052	1.71412	1.08266
OALVG00000003224.1	0.51286	0.395766	24.1841	0.680805	0.385784	0.554286
OALVG00000003225.1	8.88778	12.077	8.51818	16.0503	24.6482	11.9458
OALVG00000003226.1	0.0458321	0.425684	1.50219	0.892579	0.240158	1.07923
OALVG00000003226.2	6.22184	6.67198	13.5343	7.27355	10.2703	12.0368
OALVG00000003227.1	1.96558	4.47236	2.25566	4.79282	5.64352	4.02989
OALVG00000003228.1	7.33565	4.97731	6.28474	11.1812	7.58889	4.95897
OALVG00000003229.1	0.426617	0.774236	2.04781	0.886973	1.01449	0.234543
OALVG00000003229.2	1.95537	1.31756	7.64521	3.64848	1.04111	1.66746
OALVG00000003230.1	0.463823	0	0	5.79068e-05	0	0.000199044
OALVG00000003231.1	0.129096	0	0.0184095	0	0	0
OALVG00000003232.1	0.550607	0	0.0348859	0.0560899	0.0417471	0.053298
OALVG00000003233.1	0	0	0	0	0	0.0420862
OALVG00000003234.1	0	0	0	0	0.0417471	0
OALVG00000003235.1	0.56554	0	0.0552286	0.0591272	0	0.0420862
OALVG00000003236.1	0.964679	0.342515	0.256785	1.71009	0.907313	0.280209
OALVG00000003237.1	0.454589	0.732597	8.23069	0.651725	0.585461	0.619761
OALVG00000003238.1	1.22176	0	22.4189	0	2.47806	0.563137
OALVG00000003239.1	0.0624469	0	0.80221	0	0.0425374	0.0407556
OALVG00000003240.1	145.087	133.301	342.83	420.957	217.131	108.707
OALVG00000003241.1	79.6569	0	5.21967	421.467	0.215955	0
OALVG00000003242.1	2.35264	0.84624	0.623992	3.71646	0.94908	2.26798
OALVG00000003243.1	0.357924	1.51635	0.630762	0	0.508554	2.07898
OALVG00000003244.1	0.078821	0.0062009	1.00177	0.324165	0.060309	0.156125
OALVG00000003245.1	0.363841	0.208515	36.3267	0.770447	0.536142	0.732729
OALVG00000003246.1	5.29014	4.6527	1.86931	10.56	9.46103	6.05843
OALVG00000003247.1	2.19206	1.89966	0.349575	2.2161	39.4529	1.19709
OALVG00000003248.1	1.12733	0	0	0	4.6608	0.255065
OALVG00000003249.1	0.384535	2.20745	0.0661313	1.37755	10.0891	0.65592
OALVG00000003250.1	24.3335	30.3226	3.41144	22.2169	45.3768	11.8907
OALVG00000003251.1	4.25866	5.00406	0.756353	4.04406	10.6892	1.84847
OALVG00000003252.1	0	0.309906	0.8154	0.076094	0.263829	1.35448
OALVG00000003253.1	0.122079	13.0032	14.86	0	10.1505	27.9407
OALVG00000003253.2	0.461284	0.178726	0.0864292	0.374354	0	1.93584
OALVG00000003254.1	0.0962096	1.18695	0.985649	0	0.0374232	1.25525
OALVG00000003255.1	0	3.72841	12.985	0.133111	1.06484	0.761666
OALVG00000003256.1	0.0934385	10.0884	4.41628	0.259387	7.61478	54.0212
OALVG00000003257.1	0	0.876474	0.48287	0	0.258357	0.122484
OALVG00000003258.1	0	0.218593	0.109357	0	0.244122	0.016713
OALVG00000003259.1	9.90256	0.126362	0	15.9673	0.169518	0.639686
OALVG00000003260.1	2.52708	1.70221	3.58439	3.72384	2.16273	1.24615
OALVG00000003261.1	0.589987	0.235596	0.715837	1.42062	0.873644	0.739677
OALVG00000003262.1	0.6003	0.623339	7.14812	0.702594	0.289166	0.597686
OALVG00000003263.1	95.3885	51.3502	90.2007	479.536	25.0407	81.5932
OALVG00000003264.1	0	0	6.83876	0	0	0
OALVG00000003265.1	0	0	0.598298	0	0	0
OALVG00000003266.1	0	0	2.86444	0	0	0
OALVG00000003267.1	0	0	3.01717	0	0	0
OALVG00000003268.1	0	0	0	0	0	0
OALVG00000003269.1	0	0	0	0	0	0
OALVG00000003270.1	0	0	0	0	0	0
OALVG00000003271.1	0	0	0.461766	0	0	0
OALVG00000003272.1	0	0	1.25254	0	0	0.0428112
OALVG00000003273.1	0	0	2.95202	0	0	0
OALVG00000003274.1	0.862331	0	1.88363	0	0	0
OALVG00000003275.1	0	0	1.30513	0	0	0
OALVG00000003276.1	0	0	3.5824	0	0	0
OALVG00000003277.1	0.355347	0	43.2121	0	0	4.81294
OALVG00000003278.1	0	0	0	0	0	0
OALVG00000003279.1	0.322679	0.0226882	0.0996389	0.119625	0	0.000648832
OALVG00000003280.1	0.253381	0.217917	0.0195622	0.84161	0.818749	0.620744
OALVG00000003281.1	0.19772	0	0	0.128846	0	0
OALVG00000003282.1	0	0	4.07539	0	0	0
OALVG00000003283.1	0	0	13.5351	0	0	0.0939535
OALVG00000003284.1	0	0	9.58379	0	0	0
OALVG00000003285.1	0	0	2.22738	0	0	0
OALVG00000003286.1	0.869031	0.0162521	0.61202	4.61047	0.0623036	0.139292
OALVG00000003287.1	0.473657	0	1.2638	6.20001	0	0
OALVG00000003288.1	0.412754	1.55117	6.3619	0.400833	0.929048	4.35082
OALVG00000003289.1	0.0881581	0.0563683	22.0163	0.0484824	0	0.690764
OALVG00000003290.1	0.298438	0.0349113	0.730946	0.898148	0.0610057	0.0691809
OALVG00000003291.1	0.0750591	0	0	0	0	0
OALVG00000003292.1	0.323969	0	0	0	0	0
OALVG00000003293.1	0.0675232	0	0	0	0	0
OALVG00000003294.1	0	0	0	0	0	0
OALVG00000003295.1	0	0	0	0	0	0
OALVG00000003296.1	0	0	0	0	0	0
OALVG00000003297.1	0	0	0	0	0	0
OALVG00000003298.1	0	0	0	0	0	0
OALVG00000003299.1	0.0953485	0	0.0545489	0	0	0
OALVG00000003300.1	0	0	0	0	0	0
OALVG00000003301.1	4.23871	1.47189	6.76531	3.95904	3.08829	2.5503
OALVG00000003302.1	13.1295	26.6992	13.1885	35.7927	8.75617	22.9288
OALVG00000003303.1	1.88671	1.96004	8.28678	2.97119	5.65792	2.77332
OALVG00000003303.2	1.70163	0.760975	1.0653	4.19626	0.373174	1.17194
OALVG00000003303.3	5.78302	1.80555	3.03916	7.20132	1.0501	2.32817
OALVG00000003303.4	0.475308	0.867078	3.53589	1.61143	2.64376	1.46886
OALVG00000003304.1	4.20746	3.04874	2.71705	7.48037	12.81	2.31238
OALVG00000003305.1	1.34335	1.10413	9.55009	5.1194	4.8955	1.25354
OALVG00000003306.1	0.340587	0.110081	1.03459	1.02102	0.292377	0.166723
OALVG00000003307.1	0.367199	0	61.2283	0.683263	0.69695	2.62621
OALVG00000003308.1	1.98414	0	48.7553	0	0	0.337797
OALVG00000003309.1	3.01527	0	55.0449	0	0.198101	0
OALVG00000003310.1	0	0	3.64074	0.196443	0.0987875	0.375814
OALVG00000003311.1	4.46431	2.9412	3.11677	12.8071	9.50368	5.74254
OALVG00000003312.1	0.61623	0.760517	0.581883	2.27385	1.21537	0.846815
OALVG00000003313.1	0.126923	0.0676433	48.0858	0	0.151314	0.165681
OALVG00000003314.1	3.25456	59.2706	7.21326	3.87732	112.792	52.5981
OALVG00000003315.1	0	0	0	0	0	0
OALVG00000003316.1	0.224225	0	0	0.813174	0	0
OALVG00000003317.1	1.77829	0	0	0	0	0
OALVG00000003318.1	0	0	0	0	0.63628	10.471
OALVG00000003319.1	0.286823	0.0437087	0.227586	0.393012	0.153562	0.159715
OALVG00000003320.1	0.80378	0	0	0	0.0501525	0
OALVG00000003321.1	0.124052	0	4.27305	0	0	0
OALVG00000003322.1	0	0	0.240164	0	0	0
OALVG00000003323.1	1.10465	0	1.04446	0	0.145287	0
OALVG00000003324.1	0.68399	0.134433	2.77527	0	0.214119	0
OALVG00000003325.1	0.0840797	0.134016	7.38065	1.96952	0.809555	1.49044
OALVG00000003326.1	0.057627	0.0919907	14.5281	0.0793244	0.47325	0.226348
OALVG00000003327.1	4.02612	8.90709	15.0137	7.64921	16.8025	8.96976
OALVG00000003328.1	2.7453	8.28799	3.35501	4.5759	7.97226	19.726
OALVG00000003329.1	0	31.6214	22.7377	1.43331	16.4134	104.891
OALVG00000003330.1	0.253315	0	0	0.353223	0	0
OALVG00000003331.1	0.421887	0	0.0171823	1.27087	0.0274149	0.210009
OALVG00000003332.1	0	26.9428	26.0543	0	9.48565	29.3589
OALVG00000003333.1	0	14.2628	12.2852	0	9.81329	26.3607
OALVG00000003334.1	3.09497	3.1802	3.81955	13.4653	2.49013	3.83899
OALVG00000003335.1	2.77592	1.6168	0.541946	12.2726	2.69941	1.192
OALVG00000003336.1	0.499218	0.0213087	0.266549	5.94218	1.03036	0.936333
OALVG00000003337.1	1.72847	0.568562	6.23188	2.15489	2.03719	1.35069
OALVG00000003338.1	0.815342	0.695219	1.90866	1.34502	0.977742	1.04314
OALVG00000003339.1	1.63987	0.833183	0.811587	2.23304	1.75368	0.860144
OALVG00000003340.1	2.79715	0.337454	0.923277	9.37369	0.721977	1.51577
OALVG00000003341.1	0.120278	0	0	0	0	0
OALVG00000003342.1	0	0.640406	0	0	0	0
OALVG00000003343.1	0.785493	0	0.321831	0	0	0.107515
OALVG00000003344.1	0.615576	0.321478	0.319682	0.199187	0.197351	0.0984474
OALVG00000003345.1	0	0	0.117914	0.0813297	0	0.657597
OALVG00000003346.1	0.0194454	0.0621531	0.470271	0.0533768	0	0
OALVG00000003347.1	0	2.08661	0.672908	0	0	1.02767
OALVG00000003348.1	0	0	3.67887	0.0546707	0.121028	0.0776535
OALVG00000003349.1	0	0	3.52453	0	0.0455478	0
OALVG00000003350.1	0.845852	0.157398	0.474014	0.432408	0.308783	0.731085
OALVG00000003351.1	3.92899	7.82487	3.08055	4.5696	1.20619	3.75168
OALVG00000003352.1	1.99464	2.62247	0.245609	2.48793	2.29092	0.249729
OALVG00000003353.1	0.135503	0.0210232	0	0.109796	0	0.0249935
OALVG00000003354.1	0	0	0	0	0	0
OALVG00000003355.1	0.069398	0	0	0.191759	0.38563	0.183385
OALVG00000003356.1	0	0	0.0117164	0	0	0
OALVG00000003357.1	0	0.0709898	2.20817	0.555413	0.279081	0.442489
OALVG00000003358.1	1.9747	0.685367	5.15774	3.14414	1.75583	0.689744
OALVG00000003359.1	0.0769069	0	5.42277	0.211931	0	0.151366
OALVG00000003360.1	0	0	1.67438	0.166528	0.275417	0.580191
OALVG00000003361.1	0	0	31.1901	0	0	0
OALVG00000003362.1	0.0471906	0	31.4927	0	0.032237	0.0925727
OALVG00000003363.1	0.0705021	0.125129	2.61547	0.0646573	0.898984	0.122933
OALVG00000003364.1	1.10497	3.91089	0.394077	2.67734	8.12591	1.25706
OALVG00000003365.1	0	0.391786	0.0447581	0	0.3425	0
OALVG00000003366.1	0	0.276629	0.045001	0	0	0
OALVG00000003367.1	0.0183494	0	0	0	0	0
OALVG00000003368.1	0.0766207	0	0.0117818	0.262822	0.0744322	0.028543
OALVG00000003369.1	0	0	0	0	0	0
OALVG00000003370.1	0.527636	1.02259	0.119954	0.314086	2.19887	0.424017
OALVG00000003371.1	1.59746	0.824139	0.747077	0.503291	3.08029	0.47985
OALVG00000003372.1	0	0	0	0	0	0
OALVG00000003373.1	0.04193	0.0202818	0.0118414	1.49974e-05	0.116819	0
OALVG00000003374.1	0.0647938	0	0.0189702	0	0	0
OALVG00000003375.1	0.0873695	0	0.0597354	0.480479	0.11911	0.0228186
OALVG00000003376.1	2.31573	0.646842	3.19764	4.09726	0.887896	0.904905
OALVG00000003377.1	0.665951	0.755396	2.38935	4.03751	1.22181	1.30921
OALVG00000003378.1	1.00706	0.380872	1.74947	1.98851	0.40013	1.14152
OALVG00000003379.1	2.73526	2.41487	5.49357	4.84668	1.71004	2.76806
OALVG00000003380.1	0.167239	0	0	0.511007	0.177403	0.145634
OALVG00000003381.1	0.0353697	0	0.18138	0	0	0.0461905
OALVG00000003382.1	0	0.226873	0.209063	0.251622	1.16809	134.933
OALVG00000003383.1	2.13224	0.176986	0.665991	5.43355	1.80103	0.809889
OALVG00000003384.1	0.0343946	0	0	0	0.047172	0
OALVG00000003385.1	0	0	0.0320788	0.103185	0	0
OALVG00000003386.1	0	0.0466908	0	0	0	0
OALVG00000003387.1	0.800317	0.329168	1.71633	1.04651	0.958578	0.414844
OALVG00000003388.1	0	0	0	0	0	0
OALVG00000003389.1	0.0967134	0	0.024221	0.0987237	0	0.00492433
OALVG00000003390.1	0	0	0.166244	0.131753	0.467099	0
OALVG00000003391.1	6.18563	4.08026	1.01191	9.64232	20.4425	2.61476
OALVG00000003392.1	0	0	3.60332	0	0	0.0472393
OALVG00000003393.1	0.00469029	0.2403	1.18622	0	0.413672	0.531243
OALVG00000003394.1	0.193103	0.618064	0.345105	0	0.564563	1.04892
OALVG00000003395.1	0.792916	0	0.714267	1.14856	0	1.09478
OALVG00000003396.1	0.0836303	0	0.152614	0.0506807	0.0125354	0
OALVG00000003397.1	0.0378251	0	0.0645658	0.116865	0.0449093	0.0188564
OALVG00000003398.1	0.273107	0	0.455896	0.0914975	0.00344003	0
OALVG00000003399.1	0	0	0	0	0	0
OALVG00000003400.1	0	0	0	0	0	0
OALVG00000003401.1	0	0	0	0	0	0
OALVG00000003402.1	0	0	0.121905	0	0	0
OALVG00000003403.1	8.32104	0.470021	0.129378	10.3001	3.93873	0.503285
OALVG00000003404.1	5.51656	2.80483	13.3487	5.28792	3.33411	1.8723
OALVG00000003405.1	7.04776	5.65737	1.48683	17.1452	7.84802	175.158
OALVG00000003406.1	4.55438	2.27959	0.551528	8.74699	5.69108	1.51973
OALVG00000003407.1	0.194243	0	0.127384	0.067251	0.107931	0.0339495
OALVG00000003408.1	0.0172172	0	0	0	0	0
OALVG00000003409.1	0	0	0	0	0	0
OALVG00000003410.1	0	0	0.0248307	0	0	0
OALVG00000003411.1	4.88421	7.36058	29.6603	11.9161	7.36472	6.95902
OALVG00000003412.1	15.9659	16.0782	14.4927	107.368	23.3461	34.3025
OALVG00000003413.1	0.579716	0.271051	0.884085	0.636885	0.239801	0.280382
OALVG00000003414.1	0.689767	0.51211	1.39472	1.26485	0.884483	1.80297
OALVG00000003415.1	2.06802	1.05264	1.06166	3.72169	2.88777	7.96529
OALVG00000003415.2	12.96	22.5964	66.1177	72.9482	39.901	73.7257
OALVG00000003416.1	3.33203	0.409524	10.8551	14.7471	0.320767	1.81468
OALVG00000003417.1	2.60197	0.709935	4.5241	8.01529	26.7045	4.23615
OALVG00000003418.1	1.79581	0.706991	1.22636	2.96124	1.94407	0.755657
OALVG00000003419.1	0.441404	0	0	105.139	0.843578	0
OALVG00000003420.1	0.00826085	0	3.57052	0	0	0
OALVG00000003421.1	0.560631	0	0	0	0	0
OALVG00000003422.1	0.177154	0	0	0.0976068	0.534783	0.0464659
OALVG00000003423.1	0	0	0	0.0738608	0	0.105351
OALVG00000003424.1	0.0316114	0	0.054252	0.0870515	0.043311	0.124246
OALVG00000003425.1	0	0	0	0	0	0.843892
OALVG00000003426.1	2.33458	1.77098	2.27673	5.98273	3.89043	2.14213
OALVG00000003427.1	0	0	0.243107	0	0	0
OALVG00000003428.1	0.107977	0.0920087	0.147822	0.297021	0	0.112914
OALVG00000003429.1	0	0	0	0	0	0
OALVG00000003430.1	0.045364	0.966257	0	0	1.20829	0.17794
OALVG00000003431.1	0	0	0	0	0	0
OALVG00000003432.1	0	0	0	0	0.12775	0.121869
OALVG00000003433.1	0	0	0.367303	0	0	0.223654
OALVG00000003434.1	0	0	0	0	0	0
OALVG00000003435.1	0	0	0	0	0	0
OALVG00000003436.1	0	0	0	0	0	0
OALVG00000003437.1	0	0	0.123716	0	0	0
OALVG00000003438.1	0	0.0548742	0.0460301	0	0	0.101155
OALVG00000003439.1	1.5353	1.79745	3.72615	3.32048	1.26301	1.96761
OALVG00000003440.1	0.0361878	0.00858416	1.07492	0.198754	0.0490906	0.0418711
OALVG00000003441.1	0.103088	0.164623	0.0662406	0.496507	1.12766	0.775525
OALVG00000003442.1	0	0.184626	0.0823165	0	0.945567	1.0816
OALVG00000003443.1	0.0350782	0.0962736	0.247523	0.0275254	0.394422	0.378421
OALVG00000003444.1	0.0815013	0.0251616	0.149555	0.26129	0.0551111	0.0386995
OALVG00000003445.1	0.0148973	0.0794045	0	0.040953	0	0
OALVG00000003446.1	0	0	0	0.0317407	0	0
OALVG00000003447.1	0	0.0372308	0	0	0	0.22953
OALVG00000003448.1	1.19969	2.54249	0.841727	1.00893	6.89665	1.59505
OALVG00000003449.1	9.80729	18.2125	1.41927	16.6976	62.7301	3.19442
OALVG00000003450.1	1.19338	7.08429	1.45762	7.18892	1.18856	1.85589
OALVG00000003451.1	0.355001	0.00701532	0.039208	3.48517	0.0178529	0
OALVG00000003452.1	0.81763	0.943183	2.61045	2.1159	1.95141	1.0533
OALVG00000003453.1	3.6292	0.349879	1.72279	5.80075	0.465657	0.278975
OALVG00000003454.1	0	0.036578	0.0295378	0.189465	0	0
OALVG00000003455.1	0.135655	0.0559949	0.0224786	0.505422	0	0
OALVG00000003456.1	0.335586	0	0	0	0	0
OALVG00000003457.1	6.37882	1.41279	2.37736	16.4456	2.81635	1.23818
OALVG00000003458.1	0.733112	0.0166425	1.68172	1.04983	0	0.101611
OALVG00000003459.1	1.37902	0	1.84279	0	0	0
OALVG00000003460.1	1.82495	0.386703	3.8622	6.44666	1.55737	1.9568
OALVG00000003461.1	4.07751	0	0.98943	0	0	0
OALVG00000003462.1	0.49011	0.207615	1.58711	0.817131	1.51788	0.653899
OALVG00000003463.1	0.0781721	0	0.0992096	0	0	0
OALVG00000003464.1	1.16338	1.1476	1.58485	3.25138	1.71754	1.50652
OALVG00000003465.1	2.28046	1.53182	3.717	3.9419	3.29703	1.45353
OALVG00000003466.1	2.67139	6.25413	23.024	3.79585	14.5814	4.32957
OALVG00000003467.1	0	0.40858	0.400837	0	1.08592	0
OALVG00000003468.1	0.880389	0.905784	4.32154	5.41199	0	0
OALVG00000003469.1	0.0946979	0.312429	2.43467	0.729638	0.629932	0.214699
OALVG00000003470.1	0	0	0	0	0	0.125611
OALVG00000003471.1	0	0.0694345	1.32723	0.0407455	0.0771286	0
OALVG00000003472.1	6.25855	5.42156	0.578096	11.0578	9.20179	3.1754
OALVG00000003473.1	0.596195	0.596807	12.2617	0.844565	2.95624	0.401129
OALVG00000003474.1	8.27235	16.6601	8.73261	11.1805	69.5546	20.0263
OALVG00000003475.1	3.73008	0.990011	0.410736	5.9671	1.824	1.19363
OALVG00000003476.1	8.38965	1.09834	0.300552	7.70137	4.92254	0.454353
OALVG00000003477.1	0.0614644	0.131037	0.787476	0.126731	0.272118	0.260728
OALVG00000003478.1	0	0.0933421	0.15131	0	0.302342	0.05771
OALVG00000003479.1	3.59686	1.45898	0.319723	6.2919	4.64234	1.62457
OALVG00000003480.1	0.0208277	0.0221867	0	0.114577	0.0284295	0
OALVG00000003481.1	0.0183494	0.0195526	3.62346	0	0.075071	0.0479338
OALVG00000003482.1	0.0529371	0	0.0612701	0.048714	0.0737847	0
OALVG00000003483.1	0.0356925	0	1.74204	0.0490735	0	0
OALVG00000003483.2	3.04202e-07	0	0.177769	5.1626e-07	0	0
OALVG00000003484.1	0.141939	0.128147	0.553644	0.0644338	0.139923	0.0578142
OALVG00000003485.1	1.03268	0.244394	0.392864	0.694481	0.470233	0.630147
OALVG00000003486.1	0.0433504	0.023087	0	0.238497	0.0591911	0.0566669
OALVG00000003487.1	0.895083	0.437996	3.20782	2.94459	0.819327	0.210637
OALVG00000003488.1	809.069	1081.18	575.334	1762.52	1870.79	1148.85
OALVG00000003489.1	20.5885	30.9022	7.39135	54.7462	95.3436	26.1663
OALVG00000003490.1	0.830844	0	0.944981	0	0	1.12847e-10
OALVG00000003490.2	4.12356e-10	0.364698	0	1.37053	0.780343	0.727456
OALVG00000003491.1	0.0478051	0.00927773	0.684572	0.298372	0	0.0509169
OALVG00000003492.1	0.0470965	0	0	0	0.0323716	0
OALVG00000003493.1	0.386205	0	0.172552	0	0	0
OALVG00000003494.1	0	2.97081	0.295308	0.931772	6.44679	1.3436
OALVG00000003495.1	0.116955	0	0.0832838	0.159378	0.223994	0.0504738
OALVG00000003496.1	0	0	0.0677095	0	0	0
OALVG00000003497.1	0	0	0.0953132	0	0	0
OALVG00000003498.1	0.0309437	0	0	0	0	0
OALVG00000003499.1	0.0309437	0	0	0	0	0
OALVG00000003500.1	0	0	0	0	0.0375964	0
OALVG00000003501.1	0	0	0.410319	0.20338	0.710426	0.128753
OALVG00000003502.1	0	0	0	0	0	0
OALVG00000003503.1	0	0	0	0	0	0
OALVG00000003504.1	0	0	0	0	0	0
OALVG00000003505.1	0	0	0	0	0	0
OALVG00000003506.1	0	0	0	0	0	0
OALVG00000003507.1	0	0	0	0	0.0118386	0
OALVG00000003508.1	0	0	0.143176	0	0	0
OALVG00000003509.1	0	0	0	0	0	0
OALVG00000003510.1	0	0	0	0	0	0
OALVG00000003511.1	0	0	0.0329509	0	0	0
OALVG00000003512.1	0	0	0	0	0	0
OALVG00000003513.1	0	0	0	0	0	0
OALVG00000003514.1	0	0.00754841	0.0403936	0.02345	0.150432	0.0333294
OALVG00000003515.1	1.02105	0.40398	2.43436	2.1666	0.900657	0.864278
OALVG00000003516.1	6.06236	16.9989	32.5276	19.088	19.5135	22.9986
OALVG00000003517.1	8.39055	3.24487	0.469775	7.945	4.95524	5.43652
OALVG00000003518.1	0.93242	0.19379	0.236889	1.6407	0.405617	0.210282
OALVG00000003519.1	6.74865	7.85922	4.94212	14.1273	11.7403	9.09431
OALVG00000003520.1	6.04932	8.29721	16.0735	5.36846	7.24668	14.9086
OALVG00000003521.1	1.87497	4.21563	7.65867	2.76419	2.70051	7.78956
OALVG00000003522.1	0	0.133848	0.948448	0	0.0426592	0.109066
OALVG00000003523.1	0.130812	0	0.536321	0.240364	0.120023	0.0572762
OALVG00000003524.1	0.0248961	5.14294	5.77113	0	2.04203	3.35426
OALVG00000003525.1	6.07191	7.37952	17.6491	4.05467	5.45773	6.946
OALVG00000003526.1	0.0700151	0	0	0	0.144085	0.0459061
OALVG00000003527.1	3.70295	9.77887	3.36179	7.60862	16.2649	16.1771
OALVG00000003528.1	0.457601	0.42004	0.718722	0.616945	0.627628	0.98107
OALVG00000003529.1	0.048359	0.0772396	0.705909	0	0.208371	0.451902
OALVG00000003530.1	0.128296	2.5132	3.49526	0	2.66634	4.66622
OALVG00000003531.1	0	0	25.1406	0	0	0
OALVG00000003532.1	0.0486498	0	40.9139	0	0	0.0211704
OALVG00000003533.1	0	0	0.685437	0	0	0
OALVG00000003534.1	0.744593	0.131548	4.35209	0	0	0.491066
OALVG00000003535.1	5.22907	0	2.19374	0	0.393491	0
OALVG00000003536.1	0	0	7.05516	0	0	0
OALVG00000003537.1	1.98979	1.09881	0.391142	6.88626	4.26893	0.168115
OALVG00000003538.1	0.302092	99.4917	37.1148	1.53047	922.016	0.394867
OALVG00000003539.1	0.026725	84.1116	23.9688	1.26475	972.053	0
OALVG00000003540.1	0	0	0	0	0	0
OALVG00000003541.1	1.28481	2.0079	4.64615	1.7241	2.35605	0.778971
OALVG00000003542.1	0.246911	0.152328	0.563082	0.374453	0.629782	0.304535
OALVG00000003542.2	3.6005	1.78606	4.45216	6.32101	9.10829	3.64063
OALVG00000003543.1	0.414164	0.319	1.90422	0.53747	0.375589	0.810109
OALVG00000003544.1	5.28055	3.70973	6.12654	11.1298	10.3314	4.33071
OALVG00000003544.2	0.69142	2.14327	5.40729	0.939343	5.69952	1.66747
OALVG00000003545.1	0.195611	0.472767	0.0111311	0.143371	0.993958	0.170115
OALVG00000003546.1	0	0.121172	0.0576533	0	0.021748	0
OALVG00000003547.1	1.67793	1.09834	0.601103	0	0	0.454353
OALVG00000003548.1	0.555653	0.373452	0.100323	2.49598	0.800685	1.83808
OALVG00000003549.1	0.130457	0.0348035	21.6795	0	0.035427	0.348327
OALVG00000003550.1	2.34434e-05	0	13.2108	7.20447e-05	4.44416e-05	0
OALVG00000003550.2	0.0090565	0	8.78651	0.0248749	0.0493175	0
OALVG00000003551.1	0	0	0	0	0	0
OALVG00000003552.1	0.369463	0.207177	0.282678	0.374354	0.106116	0.0254052
OALVG00000003553.1	0	0	0	0	0	0
OALVG00000003554.1	1.90158	0	0	1.39852	0	0
OALVG00000003555.1	0.193103	0	0.172552	0	0	0
OALVG00000003556.1	837.807	1148.55	596.137	1822.56	1729.17	1027.94
OALVG00000003557.1	0.902495	0.523197	2.9865	2.0485	1.0802	0.907861
OALVG00000003558.1	0.0190704	0.00890917	0.0354884	0.013089	0.0177671	0.0201556
OALVG00000003559.1	0.395238	0.0401076	0.112638	0.414067	0.128356	0.22127
OALVG00000003560.1	0	0.125756	0.0954587	0.959328	0.301877	0.0860493
OALVG00000003561.1	0.233425	0	0.0613912	0.493753	0.22035	0.117253
OALVG00000003562.1	1.64494	0.835029	4.19998	2.53217	1.61659	1.40793
OALVG00000003563.1	0.0242529	0	0.355406	0.119454	0.0304102	0.271859
OALVG00000003564.1	0	0	6.73882	0	0	0
OALVG00000003565.1	0.00812409	0	0.0209151	0.044872	0	0
OALVG00000003566.1	0.027088	0	0.0579387	0	0	0.0668595
OALVG00000003567.1	0.085297	0.0318049	0.0477356	0.0297047	0.0576437	0
OALVG00000003568.1	0	0	0.386287	1.22728	0	0
OALVG00000003569.1	0.378543	0.287217	0.544945	0.896832	0.725326	0.220501
OALVG00000003570.1	0	0	0	0	0	0
OALVG00000003571.1	2.5527	0.0113131	0.163739	0.98962	0	0.0624321
OALVG00000003572.1	0	0	0	0	0	0
OALVG00000003573.1	0	0	0.159591	0	0	0
OALVG00000003574.1	0	0	0.0285701	0	0	0
OALVG00000003575.1	0	0	0	0	0	0
OALVG00000003576.1	0	0	0	0	0	0
OALVG00000003577.1	0	0	0	0	0	0
OALVG00000003578.1	0	0	0	0	0	0
OALVG00000003579.1	0.204173	0	4.38273	0	0.298635	0
OALVG00000003580.1	0.0904315	0.0823593	0.191646	0.144805	0.174765	0.0849376
OALVG00000003581.1	0.53174	0.14079	0.251146	0.798039	0.208078	0.332448
OALVG00000003582.1	0.661481	0.0378932	0.157147	0.776241	0.159931	0.0682344
OALVG00000003583.1	0.256232	0	3.27963	0	0	0.11347
OALVG00000003584.1	0	0	0	0	0	0
OALVG00000003585.1	16.9563	0	0	0	0	0
