target_id	body	roots	
OFRAG00000005288.1	37.5971	17.4291
OFRAG00000005289.1	5.99964	5.82463
OFRAG00000005290.1	0	0
OFRAG00000005291.1	2.8577	4.41104
OFRAG00000005292.1	9.49626	34.429
OFRAG00000005293.1	93.9116	1.03455
OFRAG00000005294.1	17.4227	0.236168
OFRAG00000005295.1	0.64078	0.00310703
OFRAG00000005296.1	18.6232	14.2193
OFRAG00000005297.1	0	0
OFRAG00000005298.1	0	0
OFRAG00000005299.1	0	0
OFRAG00000005300.1	0.119833	0
OFRAG00000005301.1	15.4056	5.25543
OFRAG00000005302.1	0	0
OFRAG00000005303.1	0.147654	2.07529
OFRAG00000005304.1	0.390707	1.05059
OFRAG00000005305.1	0.0406416	0.0177426
OFRAG00000005306.1	1.36708	0.715772
OFRAG00000005307.1	64.7933	46.8184
OFRAG00000005308.1	7.17987	0.0444971
OFRAG00000005309.1	0.00733748	0.0031666
OFRAG00000005310.1	120.495	38.2393
OFRAG00000005310.2	4.78343	2.31409
OFRAG00000005311.1	5.02284	5.44274
OFRAG00000005312.1	0.00210362	0
OFRAG00000005313.1	0.00210362	0
OFRAG00000005314.1	0	0
OFRAG00000005315.1	0	0
OFRAG00000005316.1	0	0
OFRAG00000005317.1	0	0
OFRAG00000005318.1	0	0
OFRAG00000005319.1	0	0
OFRAG00000005320.1	0	0
OFRAG00000005321.1	0	0
OFRAG00000005322.1	0	0
OFRAG00000005323.1	0	0
OFRAG00000005324.1	13.6982	8.5529
OFRAG00000005325.1	34.9296	16.1307
OFRAG00000005326.1	0.583871	3.21216
OFRAG00000005327.1	7.44457	0.0719112
OFRAG00000005328.1	1.70836	0
OFRAG00000005329.1	4.49976	2.51624
OFRAG00000005330.1	0.248924	1.17309
OFRAG00000005331.1	9.82695	4.8729
OFRAG00000005332.1	10.4673	1.71249
OFRAG00000005333.1	12.1232	3.73636
OFRAG00000005334.1	0	0
OFRAG00000005335.1	0	0
OFRAG00000005336.1	5.34023	8.66718
OFRAG00000005337.1	16.0071	3.2054
OFRAG00000005337.2	4.65162	0.94184
OFRAG00000005338.1	0.069624	0
OFRAG00000005339.1	8.4457	4.82473
OFRAG00000005339.2	15.7585	5.07809
OFRAG00000005340.1	5.4092	4.85844
OFRAG00000005341.1	0	0.238558
OFRAG00000005342.1	0	0.146376
OFRAG00000005343.1	0	0
OFRAG00000005344.1	0.0822785	0
OFRAG00000005345.1	0	0
OFRAG00000005346.1	0.233199	0
OFRAG00000005347.1	0	0.0852854
OFRAG00000005348.1	0	0
OFRAG00000005349.1	155.849	895.78
OFRAG00000005350.1	1.63824	0.17163
OFRAG00000005351.1	9.10446	9.17706
OFRAG00000005352.1	0.111096	0.00904013
OFRAG00000005353.1	0.0326579	0
OFRAG00000005354.1	0.0925195	0.0324959
OFRAG00000005355.1	0.247116	0
OFRAG00000005356.1	0.4115	0.0457187
OFRAG00000005357.1	6.9962	3.20536
OFRAG00000005358.1	0.0372469	0
OFRAG00000005359.1	0.0653157	0
OFRAG00000005360.1	1.29062	1.056
OFRAG00000005361.1	2.2513	0.0614846
OFRAG00000005362.1	1.71752	0
OFRAG00000005363.1	0	0
OFRAG00000005364.1	4.94182	0.138738
OFRAG00000005365.1	18.8048	8.83503
OFRAG00000005366.1	5.03886	3.10028
OFRAG00000005367.1	18.9028	3.56386
OFRAG00000005368.1	0.153771	0.0493072
OFRAG00000005369.1	2.7494	1.77333
OFRAG00000005370.1	0.15079	0.0421514
OFRAG00000005371.1	0.661246	0.641715
OFRAG00000005372.1	2.28309	0.862087
OFRAG00000005373.1	0.15079	0.0421514
OFRAG00000005374.1	2.20864	0.767116
OFRAG00000005375.1	0.473976	0.289487
OFRAG00000005376.1	0.018984	0.0246808
OFRAG00000005377.1	27.0361	57.1822
OFRAG00000005378.1	0.0350341	0
OFRAG00000005379.1	16.7331	0
OFRAG00000005380.1	1.46529	0.311944
OFRAG00000005381.1	10.4311	8.48064
OFRAG00000005382.1	13.5468	1.85144
OFRAG00000005383.1	6.63202	2.27199
OFRAG00000005384.1	3.64164	14.88
OFRAG00000005385.1	0	0
OFRAG00000005386.1	6.73137	9.668
OFRAG00000005387.1	100.988	132.692
OFRAG00000005388.1	0	0
OFRAG00000005389.1	0.0462948	0.0963057
OFRAG00000005390.1	7.11986	0.18631
OFRAG00000005391.1	1.56957	0
OFRAG00000005392.1	12.5121	12.2022
OFRAG00000005393.1	106.957	28.2569
OFRAG00000005394.1	0.157093	0.0239443
OFRAG00000005395.1	11.0965	5.99324
OFRAG00000005396.1	5.06518	2.44988
OFRAG00000005397.1	0.0381543	0
OFRAG00000005398.1	0.0495376	0
OFRAG00000005399.1	6.57496	0.841102
OFRAG00000005400.1	64.8844	28.0523
OFRAG00000005401.1	108.504	59.7981
OFRAG00000005402.1	0.00773617	0.00133345
OFRAG00000005403.1	0	0
OFRAG00000005404.1	7.9579	2.89569
OFRAG00000005405.1	41.6938	25.5298
OFRAG00000005406.1	85.248	130.227
OFRAG00000005407.1	13.0782	6.62992
OFRAG00000005408.1	35.529	32.2696
OFRAG00000005409.1	32.9681	17.3291
OFRAG00000005410.1	1635.66	256.997
OFRAG00000005411.1	300.02	1132.84
OFRAG00000005412.1	122.996	313.57
OFRAG00000005413.1	0	0.0192856
OFRAG00000005414.1	1.61362	0.285456
OFRAG00000005415.1	57.4079	25.2769
OFRAG00000005416.1	31.7898	21.0701
OFRAG00000005417.1	30.2585	0.0647813
OFRAG00000005418.1	3.15196	0.180084
OFRAG00000005419.1	34.7044	0.0415594
OFRAG00000005420.1	9.45436	1.98523
OFRAG00000005421.1	25.2057	6.90205
OFRAG00000005422.1	60.2421	12.471
OFRAG00000005422.2	26.4545	3.41666
OFRAG00000005423.1	0.138031	0.0303531
OFRAG00000005424.1	0.425547	0.488855
OFRAG00000005425.1	0	0
OFRAG00000005426.1	3.20084	2.1184
OFRAG00000005427.1	0	0.029013
OFRAG00000005428.1	0	0
OFRAG00000005429.1	21.6698	16.2076
OFRAG00000005430.1	24.9474	13.3369
OFRAG00000005431.1	0.0574205	0.0405951
OFRAG00000005432.1	3.30021	1.13863
OFRAG00000005433.1	0.7713	1.20563
OFRAG00000005434.1	0.766182	2.0745
OFRAG00000005435.1	9.96649	5.72147
OFRAG00000005436.1	3.27255	1.35546
OFRAG00000005437.1	21.9663	5.55957
OFRAG00000005438.1	97.6658	30.7063
OFRAG00000005439.1	9.4562	5.85365
OFRAG00000005440.1	40.4699	29.8675
OFRAG00000005441.1	13.6095	20.7726
OFRAG00000005442.1	0.109784	0.155074
OFRAG00000005443.1	2.31403	3.74208
OFRAG00000005444.1	7.54751	0.331407
OFRAG00000005444.2	2.01375	0
OFRAG00000005445.1	1621.6	6.63206
OFRAG00000005446.1	0	0
OFRAG00000005447.1	0	0
OFRAG00000005448.1	89.6859	58.6964
OFRAG00000005449.1	57.4783	34.537
OFRAG00000005450.1	0	0.0237308
OFRAG00000005451.1	18.5355	24.0373
OFRAG00000005452.1	0	0
OFRAG00000005453.1	0	0
OFRAG00000005454.1	110.516	56.3887
OFRAG00000005455.1	0.234834	0.176146
OFRAG00000005456.1	4.49571	1.84961
OFRAG00000005457.1	5.45465	1.35371
OFRAG00000005458.1	252.387	19.5827
OFRAG00000005459.1	55.2114	10.5661
OFRAG00000005460.1	0.0202504	0.0034967
OFRAG00000005461.1	3.94821	1.56117
OFRAG00000005462.1	0.0067449	0.0700142
OFRAG00000005463.1	0.721079	0.0226093
OFRAG00000005464.1	0	0.0367014
OFRAG00000005465.1	0.0819851	7.95687
OFRAG00000005466.1	0.0972219	43.2676
OFRAG00000005467.1	3.43634	2.91684
OFRAG00000005468.1	0.0217357	0.113992
OFRAG00000005469.1	0.145314	0.872713
OFRAG00000005470.1	0	0.346269
OFRAG00000005471.1	0.10709	0.09335
OFRAG00000005472.1	4.09002	54.6664
OFRAG00000005473.1	0	23.9009
OFRAG00000005474.1	0.0575661	3.21952
OFRAG00000005475.1	41.4936	7.26502
OFRAG00000005476.1	21.7901	4.11112
OFRAG00000005477.1	33.9725	0.249356
OFRAG00000005478.1	45.4341	0.324462
OFRAG00000005479.1	6.24605	1.08802
OFRAG00000005480.1	140.539	74.2015
OFRAG00000005481.1	43.0129	33.7449
OFRAG00000005482.1	15.5602	9.32765
OFRAG00000005483.1	17.5359	6.28735
OFRAG00000005484.1	25.1905	12.5091
OFRAG00000005485.1	19.0173	11.7601
OFRAG00000005486.1	18.7592	6.12646
OFRAG00000005487.1	14.5188	5.14128
OFRAG00000005488.1	0	0
OFRAG00000005489.1	1.3277	0.0196306
OFRAG00000005490.1	0.000427085	0
OFRAG00000005491.1	0.0964966	0.0805537
OFRAG00000005492.1	0	0
OFRAG00000005493.1	6.11128	0.0477646
OFRAG00000005494.1	0.996178	2.91048
OFRAG00000005495.1	0	0
OFRAG00000005496.1	17.2799	0.5991
OFRAG00000005497.1	13.1476	10.4521
OFRAG00000005498.1	1.98348	0.585998
OFRAG00000005499.1	8.41792	4.25196
OFRAG00000005500.1	2.61173	0.499588
OFRAG00000005501.1	0	0
OFRAG00000005502.1	0.0186451	0
OFRAG00000005503.1	0.0180323	0.00416066
OFRAG00000005504.1	0.767322	0
OFRAG00000005505.1	1.61427	1.14272
OFRAG00000005506.1	0.976162	0.13418
OFRAG00000005507.1	0.816256	0.393357
OFRAG00000005508.1	43.7231	185.725
OFRAG00000005509.1	0.930972	0.559762
OFRAG00000005510.1	2.7527	0.127049
OFRAG00000005511.1	50.4181	0.128359
OFRAG00000005512.1	1.66533	0
OFRAG00000005512.2	35.0926	0.06978
OFRAG00000005513.1	0.0654694	0.0283455
OFRAG00000005514.1	1.01222	0.193873
OFRAG00000005515.1	7.67274	0.537295
OFRAG00000005516.1	3.89705	7.64529
OFRAG00000005517.1	16.7344	0.203745
OFRAG00000005518.1	0	0
OFRAG00000005519.1	19.71	0.103881
OFRAG00000005520.1	59.422	1.88498
OFRAG00000005521.1	0	0
OFRAG00000005522.1	0.00854837	0
OFRAG00000005523.1	45.5814	23.6805
OFRAG00000005524.1	0.0294861	0
OFRAG00000005525.1	1.65207	0.40836
OFRAG00000005526.1	16.4919	4.47951
OFRAG00000005527.1	6.38301	13.6078
OFRAG00000005528.1	123.588	45.2348
OFRAG00000005529.1	26.0836	10.2086
OFRAG00000005530.1	114.42	61.9348
OFRAG00000005531.1	0.0117231	1.36357
OFRAG00000005532.1	6.1731	0.751871
OFRAG00000005533.1	0.0218288	0
OFRAG00000005534.1	9.26795	6.23407
OFRAG00000005535.1	9.55931	1.10808
OFRAG00000005536.1	0	0
OFRAG00000005537.1	98.4606	47.6723
OFRAG00000005538.1	0.00763261	0
OFRAG00000005539.1	3.39478	0.0950133
OFRAG00000005540.1	10.7798	14.2681
OFRAG00000005541.1	13.1062	8.71379
OFRAG00000005542.1	19.9717	0.0578312
OFRAG00000005543.1	6.78298	1.87772
OFRAG00000005544.1	49.0229	29.3004
OFRAG00000005545.1	1.61506	1.37307
OFRAG00000005546.1	24.8229	24.3166
OFRAG00000005547.1	59.6442	15.891
OFRAG00000005548.1	36.394	15.4166
OFRAG00000005549.1	92.779	31.929
OFRAG00000005550.1	0	0
OFRAG00000005551.1	0.0801997	0
OFRAG00000005552.1	0.00583027	0
OFRAG00000005553.1	0.140673	0
OFRAG00000005554.1	0	0
OFRAG00000005555.1	0.159493	0
OFRAG00000005556.1	0.459279	0.171243
OFRAG00000005557.1	18.0024	0.0980142
OFRAG00000005558.1	0	0.445861
OFRAG00000005558.2	3.43483	0.87049
OFRAG00000005559.1	2.88807	0.293749
OFRAG00000005560.1	41.0414	17.1457
OFRAG00000005561.1	1637.56	1606.89
OFRAG00000005562.1	44.8968	27.93
OFRAG00000005563.1	0.624412	0
OFRAG00000005564.1	0.255663	0.0912512
OFRAG00000005565.1	0.145585	0.0662297
OFRAG00000005566.1	0.254774	0.198689
OFRAG00000005567.1	1.47602	3.00699
OFRAG00000005568.1	0.062791	0.00150341
OFRAG00000005569.1	7.06814	0.0379363
OFRAG00000005570.1	23.8224	0.0963076
OFRAG00000005571.1	1074.84	1041.47
OFRAG00000005572.1	5.27442	1.58551
OFRAG00000005573.1	22.0222	10.7359
OFRAG00000005574.1	32.8786	0.0576681
OFRAG00000005575.1	68.7966	50.4169
OFRAG00000005576.1	4.18776	2.75436
OFRAG00000005577.1	18.9332	6.79364
OFRAG00000005578.1	12.9994	12.4318
OFRAG00000005579.1	84.5404	34.4554
OFRAG00000005580.1	54.5423	9.58848
OFRAG00000005581.1	7.47935	4.54743
OFRAG00000005582.1	0.898408	0.44221
OFRAG00000005583.1	0	0.08946
OFRAG00000005584.1	5.32213	4.17893
OFRAG00000005585.1	19.9743	27.9128
OFRAG00000005586.1	23.8913	6.83399
OFRAG00000005587.1	123.282	36.341
OFRAG00000005588.1	8.46686	5.65451
OFRAG00000005589.1	0.140244	0.194466
OFRAG00000005590.1	25.4964	0.0224116
OFRAG00000005591.1	11.987	0.553837
OFRAG00000005592.1	8.27566	1.31654
OFRAG00000005593.1	219.265	87.3968
OFRAG00000005594.1	48.6032	0.0508996
OFRAG00000005595.1	30.3917	0.789771
OFRAG00000005596.1	56.4328	53.7497
OFRAG00000005597.1	26.1027	6.58142
OFRAG00000005598.1	12.267	11.4207
OFRAG00000005599.1	0.0698231	0.0982871
OFRAG00000005600.1	0	0
OFRAG00000005601.1	0	0
OFRAG00000005602.1	0.434839	0.463954
OFRAG00000005603.1	15.8879	9.76943
OFRAG00000005604.1	10.2433	7.19794
OFRAG00000005605.1	6.40696	3.88533
OFRAG00000005606.1	10.9386	12.5725
OFRAG00000005607.1	32.0218	24.1209
OFRAG00000005608.1	0.239953	0.786187
OFRAG00000005609.1	0.52263	5.05546
OFRAG00000005610.1	4.15526	2.42897
OFRAG00000005611.1	12.734	4.06001
OFRAG00000005612.1	0	0
OFRAG00000005613.1	0.0116398	0
OFRAG00000005614.1	5081.66	5.8795
OFRAG00000005615.1	570.12	0.925755
OFRAG00000005616.1	16.6849	1.64602
OFRAG00000005617.1	64.2044	11.1784
OFRAG00000005618.1	0.262001	5.01944
OFRAG00000005619.1	0.245227	0.648062
OFRAG00000005620.1	61.1605	17.1268
OFRAG00000005621.1	1104.51	885.562
OFRAG00000005622.1	301.425	362.087
OFRAG00000005623.1	3.01213	3.87263
OFRAG00000005624.1	66.5397	10.6322
OFRAG00000005625.1	18.8078	5.92355
OFRAG00000005626.1	20.4535	67.1944
OFRAG00000005627.1	4.45415	0.00983342
OFRAG00000005628.1	0.799377	6.18017
OFRAG00000005629.1	0.258575	0.508465
OFRAG00000005630.1	64.4936	3.89243
OFRAG00000005631.1	6.61647	0.174411
OFRAG00000005632.1	1.56535	0.139237
OFRAG00000005633.1	1.06137	0.103214
OFRAG00000005634.1	0.271612	0
OFRAG00000005635.1	37.8387	0.0373442
OFRAG00000005636.1	22.5926	8.85756
OFRAG00000005637.1	7.09408	9.7101
OFRAG00000005638.1	580.261	160.244
OFRAG00000005639.1	285.396	99.9257
OFRAG00000005640.1	35.6409	33.3584
OFRAG00000005641.1	0.0276527	0.029904
OFRAG00000005642.1	0	0
OFRAG00000005643.1	126.304	15.4818
OFRAG00000005644.1	2.45218	1.55404
OFRAG00000005645.1	0.0837348	0
OFRAG00000005646.1	15.6238	4.60378
OFRAG00000005647.1	0.0681784	0.0795132
OFRAG00000005648.1	27.0091	9.94828
OFRAG00000005649.1	12.1444	1.62885
OFRAG00000005650.1	1.85654	2.57271
OFRAG00000005651.1	18.7778	14.4279
OFRAG00000005652.1	15.4486	7.35466
OFRAG00000005653.1	4.32182	0
OFRAG00000005654.1	16.4774	11.6666
OFRAG00000005655.1	1.57801	3.63787
OFRAG00000005656.1	58.9129	3.85338
OFRAG00000005657.1	109.809	37.2362
OFRAG00000005658.1	0.196701	0.233784
OFRAG00000005659.1	0	0.566655
OFRAG00000005660.1	15.4001	6.31439
OFRAG00000005661.1	79.3447	32.7792
OFRAG00000005662.1	50.6333	21.9877
OFRAG00000005663.1	0.0312701	0
OFRAG00000005664.1	0.0215603	0.0397375
OFRAG00000005665.1	0	0
OFRAG00000005666.1	9.91339	87.3428
OFRAG00000005667.1	15.8381	0.782118
OFRAG00000005668.1	0.82486	0.0890505
OFRAG00000005669.1	0	0
OFRAG00000005670.1	0.410155	0
OFRAG00000005671.1	0.021099	0.0242587
OFRAG00000005672.1	0.014355	0.0124837
OFRAG00000005673.1	0	1.75364
OFRAG00000005674.1	0.916189	1.8396
OFRAG00000005675.1	0.389455	0
OFRAG00000005676.1	42.3688	8.6082
OFRAG00000005677.1	13.9043	12.4406
OFRAG00000005678.1	42.7452	9.2903
OFRAG00000005679.1	12.3183	2.89602
OFRAG00000005680.1	1.06901	0.24703
OFRAG00000005681.1	0.827278	0.49616
OFRAG00000005682.1	0	0
OFRAG00000005683.1	9.14484	3.79109
OFRAG00000005684.1	17.4558	12.8695
OFRAG00000005685.1	8.60713	3.47088
OFRAG00000005686.1	4.98136	2.73649
OFRAG00000005687.1	2.62458	1.32814
OFRAG00000005688.1	10.5647	9.62232
OFRAG00000005689.1	19.0579	0.17759
OFRAG00000005690.1	4.12994	4.10949
OFRAG00000005691.1	12.0177	0.165745
OFRAG00000005692.1	11.7535	8.41338
OFRAG00000005692.2	25.6668	17.3635
OFRAG00000005693.1	15.1628	9.03663
OFRAG00000005694.1	24.211	217.49
OFRAG00000005695.1	2.38296	26.7727
OFRAG00000005696.1	28.7313	4.72152
OFRAG00000005697.1	21.0512	17.7743
OFRAG00000005698.1	10.3493	8.27613
OFRAG00000005699.1	3.58583	1.97811
OFRAG00000005700.1	308.65	139.466
OFRAG00000005701.1	5.92479	3.5371
OFRAG00000005702.1	19.7244	1.28475
OFRAG00000005703.1	0	0
OFRAG00000005704.1	0.0163289	0
OFRAG00000005705.1	0	0
OFRAG00000005706.1	0.0167042	0.153694
OFRAG00000005707.1	0	0.0392156
OFRAG00000005708.1	6.84212	5.06903
OFRAG00000005709.1	18.293	5.02244
OFRAG00000005710.1	0	0.487278
OFRAG00000005711.1	18.8422	9.85987
OFRAG00000005712.1	9.16524	0.198796
OFRAG00000005713.1	83.6355	48.8483
OFRAG00000005714.1	26.4556	13.5407
OFRAG00000005715.1	11.1944	4.5689
OFRAG00000005716.1	8.22005	7.05871
OFRAG00000005717.1	48.0552	37.498
OFRAG00000005718.1	0.52299	0.330227
OFRAG00000005719.1	8.37454	3.00604
OFRAG00000005720.1	4.29446	0.471062
OFRAG00000005721.1	4.44523	0.283739
OFRAG00000005722.1	0.0675927	0
OFRAG00000005723.1	0.00747251	0
OFRAG00000005724.1	0.60892	0.33007
OFRAG00000005725.1	13.2736	4.38898
OFRAG00000005726.1	0.494252	0.0219071
OFRAG00000005727.1	0.294589	67.3826
OFRAG00000005728.1	0	0.0650577
OFRAG00000005729.1	25.6742	16.7906
OFRAG00000005730.1	0.520125	0.426472
OFRAG00000005731.1	158.156	87.3994
OFRAG00000005732.1	14.7955	10.5167
OFRAG00000005733.1	3.48166	11.5058
OFRAG00000005734.1	6.84512	2.87968
OFRAG00000005735.1	19.3814	0.596353
OFRAG00000005736.1	0.487899	0
OFRAG00000005737.1	0.172697	0
OFRAG00000005738.1	1.02143	0
OFRAG00000005739.1	9.09682	134.139
OFRAG00000005740.1	0.0871732	0.0146542
OFRAG00000005741.1	0	0.640335
OFRAG00000005742.1	0.0982557	0.394003
OFRAG00000005743.1	1.97899	1.32028
OFRAG00000005744.1	0.442961	1.27195
OFRAG00000005745.1	1.74177	7.25988
OFRAG00000005745.2	14.0107	13.5316
OFRAG00000005746.1	2.41558	7.00851
OFRAG00000005747.1	0.231113	1.88571
OFRAG00000005748.1	0.657949	0
OFRAG00000005749.1	1.52101	1.56681
OFRAG00000005750.1	0.0687087	0.515528
OFRAG00000005751.1	0.648727	3.03582
OFRAG00000005752.1	36.5476	15.5102
OFRAG00000005753.1	7.94658	4.6482
OFRAG00000005754.1	13.3879	0.127373
OFRAG00000005755.1	5.79044	7.5373
OFRAG00000005756.1	22.6142	14.9881
OFRAG00000005757.1	7.69962	0.0711994
OFRAG00000005758.1	4.99727	0.817418
OFRAG00000005759.1	1.83027	1.18899
OFRAG00000005760.1	0	0
OFRAG00000005761.1	8.90304	0
OFRAG00000005762.1	0	0
OFRAG00000005763.1	0	0
OFRAG00000005764.1	0	0
OFRAG00000005765.1	12.3715	0.396257
OFRAG00000005766.1	0.0268549	15.0301
OFRAG00000005767.1	0	0
OFRAG00000005768.1	0	0
OFRAG00000005769.1	3.20133	5.21382
OFRAG00000005770.1	6.14998	26.9838
OFRAG00000005771.1	0	0
OFRAG00000005772.1	0.451947	0.106405
OFRAG00000005772.2	1.07971	0.23843
OFRAG00000005773.1	0.175034	0.0277063
OFRAG00000005774.1	0.0887743	0
OFRAG00000005775.1	9.96424	4.4116
OFRAG00000005776.1	0	0
OFRAG00000005777.1	1.04213	0.357883
OFRAG00000005778.1	1.93554	1.06837
OFRAG00000005779.1	0.865573	1.87769
OFRAG00000005780.1	0.0705236	0.0637953
OFRAG00000005781.1	1.37965	1.06459
OFRAG00000005782.1	0.383821	0.365883
OFRAG00000005783.1	0	0
OFRAG00000005784.1	0	0
OFRAG00000005785.1	0	0
OFRAG00000005786.1	0	0.00436387
OFRAG00000005787.1	5.3068	4.94708
OFRAG00000005788.1	0.14405	0.0355615
OFRAG00000005789.1	6.83252	0.00874551
OFRAG00000005790.1	115.983	34.8076
OFRAG00000005791.1	0	0
OFRAG00000005792.1	9.74896	0.0627126
OFRAG00000005793.1	3.82222	1.07042
OFRAG00000005793.2	7.64445	0
OFRAG00000005794.1	1.91276	0.268351
OFRAG00000005795.1	0	0
OFRAG00000005796.1	2.98025	0.0253145
OFRAG00000005797.1	9.75637	5.46296
OFRAG00000005798.1	1.48661	0.866983
OFRAG00000005799.1	77.0874	37.8761
OFRAG00000005800.1	21.7526	23.3726
OFRAG00000005801.1	15.8739	7.39954
OFRAG00000005802.1	143.099	40.4323
OFRAG00000005803.1	143.099	40.4323
OFRAG00000005804.1	0	0
OFRAG00000005805.1	0.226859	0.0305587
OFRAG00000005806.1	0.0050305	0
OFRAG00000005807.1	315.597	248.568
OFRAG00000005808.1	24.5541	114.809
OFRAG00000005809.1	0.535987	3.14784
OFRAG00000005810.1	145.258	96.849
OFRAG00000005811.1	11.6622	4.7155
OFRAG00000005812.1	27.5411	2.33668
OFRAG00000005813.1	63.5118	51.0137
OFRAG00000005814.1	52.7986	12.0346
OFRAG00000005815.1	9.74226	8.19698
OFRAG00000005816.1	0.0580696	0.0907231
OFRAG00000005817.1	0	0.142796
OFRAG00000005818.1	0.179086	0.375156
OFRAG00000005819.1	0.561082	0.213014
OFRAG00000005820.1	4.7048	0.77981
OFRAG00000005821.1	37.2787	21.5012
OFRAG00000005822.1	23.7232	10.4938
OFRAG00000005823.1	19.3165	0.705827
OFRAG00000005824.1	8.63118	15.209
OFRAG00000005825.1	8.77322	26.6895
OFRAG00000005826.1	1.70049	0.878324
OFRAG00000005827.1	28.1986	23.6989
OFRAG00000005828.1	26.7269	0.154277
OFRAG00000005829.1	8.63905	6.27152
OFRAG00000005830.1	189.385	218.59
OFRAG00000005831.1	87.5434	42.1493
OFRAG00000005832.1	26.6471	16.0772
OFRAG00000005833.1	0.463844	0.309623
OFRAG00000005834.1	97.1487	44.6162
OFRAG00000005835.1	0.157932	0
OFRAG00000005836.1	6.70567	6.21677
OFRAG00000005837.1	96.2009	0.272616
OFRAG00000005838.1	48.0951	23.3103
OFRAG00000005839.1	59.2164	26.6856
OFRAG00000005840.1	9.09932	5.58963
OFRAG00000005841.1	20.9536	12.8469
OFRAG00000005842.1	12.5584	6.31275
OFRAG00000005843.1	26.5772	9.49037
OFRAG00000005844.1	1.18724	0.929618
OFRAG00000005844.2	8.03111	6.54324
OFRAG00000005845.1	8.59466	0.214707
OFRAG00000005846.1	11.7469	0.801916
OFRAG00000005847.1	596.623	3.48554
OFRAG00000005847.2	31.3647	0.525936
OFRAG00000005848.1	205.871	48.3102
OFRAG00000005849.1	18.7182	3.32368
OFRAG00000005850.1	26.0664	20.1562
OFRAG00000005850.2	76.5023	41.0243
OFRAG00000005851.1	19.3766	27.0334
OFRAG00000005852.1	0.0220959	0
OFRAG00000005853.1	7.68051	13.3039
OFRAG00000005854.1	223.121	472.941
OFRAG00000005855.1	0.650583	0.49737
OFRAG00000005855.2	0.473527	0.258673
OFRAG00000005856.1	0.301287	0.943382
OFRAG00000005857.1	9.93243	4.02564
OFRAG00000005858.1	60.5197	17.8507
OFRAG00000005859.1	4.18541	2.08595
OFRAG00000005860.1	1.16129	0.314178
OFRAG00000005861.1	0.30347	0.474894
OFRAG00000005862.1	15.1078	7.63069
OFRAG00000005863.1	253.972	118.206
OFRAG00000005864.1	147.986	0.270933
OFRAG00000005865.1	1.21635	0.453522
OFRAG00000005866.1	1.02798	0.0527914
OFRAG00000005867.1	149.839	248.75
OFRAG00000005868.1	13.3904	52.7316
OFRAG00000005869.1	8.05727	2.82995
OFRAG00000005870.1	2.19353	1.23736
OFRAG00000005871.1	3.43143	1.73375
OFRAG00000005872.1	0.0779515	0.28492
OFRAG00000005873.1	0.0338142	0.642373
OFRAG00000005874.1	0.163576	1.04108
OFRAG00000005875.1	0.269626	0.681895
OFRAG00000005876.1	11.547	6.69642
OFRAG00000005877.1	10.4947	16.119
OFRAG00000005877.2	4.3401	0.840951
OFRAG00000005878.1	1.55589	9.29427
OFRAG00000005879.1	46.1559	7.87904
OFRAG00000005880.1	7.55474	2.87491
OFRAG00000005881.1	16.4289	0.056261
OFRAG00000005882.1	16.1549	4.37737
OFRAG00000005883.1	5.48947	0.330729
OFRAG00000005884.1	4.55729	0
OFRAG00000005885.1	205.42	0
OFRAG00000005886.1	52.362	0.00931007
OFRAG00000005887.1	12.8155	0.0379315
OFRAG00000005888.1	0.0209721	1.13706
OFRAG00000005889.1	0.069324	0.0299876
OFRAG00000005890.1	118.915	102.718
OFRAG00000005891.1	34.3051	0
OFRAG00000005892.1	0.313334	0.122701
OFRAG00000005893.1	1.73117	0.214375
OFRAG00000005894.1	8.97867	7.72629
OFRAG00000005895.1	77.5909	21.5584
OFRAG00000005896.1	0.254951	0
OFRAG00000005897.1	0	0
OFRAG00000005898.1	0	0
OFRAG00000005899.1	1.80602	0.281423
OFRAG00000005900.1	0	0
OFRAG00000005901.1	3.33234	2.15392
OFRAG00000005902.1	17.4111	7.54031
OFRAG00000005903.1	0.0197352	0.0513287
OFRAG00000005904.1	3.35557	0
OFRAG00000005905.1	0	0
OFRAG00000005906.1	0.0161553	0
OFRAG00000005907.1	0.00528644	0
OFRAG00000005908.1	9.80429	4.12422
OFRAG00000005909.1	9.10243	3.82798
OFRAG00000005910.1	7.6927	5.79057
OFRAG00000005911.1	7.78023	2.83548
OFRAG00000005912.1	3.70113	2.70742
OFRAG00000005913.1	0	0.0221326
OFRAG00000005914.1	4.44212	1.03018
OFRAG00000005915.1	0.407742	0
OFRAG00000005916.1	0.0872461	0
OFRAG00000005917.1	1.00706	0.0820961
OFRAG00000005918.1	0	0
OFRAG00000005919.1	0	0
OFRAG00000005920.1	1.11744	0.161362
OFRAG00000005921.1	0.0964919	0.0476229
OFRAG00000005922.1	0.00912624	0.0101107
OFRAG00000005923.1	39.8293	18.7225
OFRAG00000005924.1	4.94789	1.04468
OFRAG00000005925.1	18.8254	0.274409
OFRAG00000005926.1	30.557	5.8154
OFRAG00000005927.1	0.229791	0
OFRAG00000005928.1	0	0
OFRAG00000005929.1	0.029536	0.00639027
OFRAG00000005930.1	73.0456	24.2554
OFRAG00000005931.1	7.91179	4.1679
OFRAG00000005932.1	29.8174	24.0799
OFRAG00000005933.1	34.4892	9.92637
OFRAG00000005934.1	1.19015	0.450146
